id,tenant_id,title,description,category,priority,status,building,floor,room,spot_description,preferred_date,preferred_time,safety_risk,previous_occurrence,notes,image_url,video_url,assigned_to,resolution_notes,cost,created_at,updated_at,resolved_at,status_history,previous_submissions,related_ticket_id,sla_hours,work_started_at,work_completed_at,work_duration_hours,tenant_satisfaction,tenant_feedback,manager_rejected_submissions,tenant_rejected_submissions,opex_code,ticket_number,sub_category,skip_tenant_approval,assigned_technicians,draft_data,approval_history,rejection_reason,timeline_events,target_date,photos,video,asset_id,created_by_user_id,creator_satisfaction,creator_feedback,root_cause,findings
2ad07722-d4d1-4491-b738-44bbaab6143b,87ca3b19-061a-4557-935e-bbbedbd773a2,Need relocation of AC in server room (high priority),"Need relocation of AC in server room (high priority) , this issue has been previously raised but still hasn't been resolved. Please check into this issue as most priority.
thanks",HVAC,Critical,assigned,ADMIN Block,Floor 3,VS,visual sculptors,,,false,true,,,,siva (HVAC Technician),"

=== RCA ===
Root Cause: Position Change.
Findings: ",0,2026-04-14 07:28:56.010691+00,2026-04-17 10:46:09.022+00,,,,a64f4e77-3489-44d0-805f-73ca104ab95e,,,,,,,,,,RTP-26040024,,false,"[{""id"": ""229a573f-2169-41f7-ba5d-488f404cf327"", ""name"": ""siva"", ""contact"": ""+91 63832 73835"", ""specialization"": ""HVAC Technician""}]",{},,,[],,[],,,4d389e69-d1c7-44dd-9875-64b413ed41d5,,,,
2cbd2fe4-91c9-4fe4-8876-ccb8f210d6ff,700698e2-3dc6-4835-8728-c3ad93ae1c18," Lights are not working ",In our office 15 Lights are not working kindly rectify asap,Electrical,High,pending_tenant_approval,SEZ - A1 Block,Floor 2,,,2026-03-25,Afternoon (12PM-4PM),false,false,Consider this as a priority  and rectify asap,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: light Issue need to change the light.
Findings: 

=== ESTIMATION ===
Materials:
Item | Qty | Rate | GST% | GST Amt | Total
------------------------------------------------------------
18 w surface light | 10 NOS | ₹1250.00 | 0% | ₹0.00 | ₹12500.00
------------------------------------------------------------

Material Cost (without GST): ₹12500.00
Total GST: ₹0.00
Material Cost (with GST): ₹12500.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹12500.00
Notes: ",12500,2026-03-25 06:11:33.529677+00,2026-03-28 08:17:06.535+00,,"
[3/28/2026, 1:47:06 PM] MANAGER APPROVED",,,,,,,,,,,,RTP-26030033,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-26,[],,,ed6166fd-9b36-4bf2-a14a-1dd516656b49,,,,
2d497f4f-4e45-4e07-b40b-7822f20b4bfd,8a658e42-7c75-4f63-814a-10861e47139b,"First floor handicap rest room urinal smell issue ",First floor handicap rest room urinal smell issue from past 6 months kindly look into the same ASAP,Plumbing,Critical,pending,A1 Extension Block,Floor 1,,,2026-05-02,Afternoon (12PM-4PM),false,false,,,,,,0,2026-04-30 09:24:11.745705+00,2026-04-30 09:24:11.745705+00,,,,,,,,,,,,,,RTP-26040048,,false,[],{},,,[],2026-05-02,[],,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
2feaa949-1460-4f2b-9967-51830a4abdfd,ed50cb46-49cf-4791-bc38-714caee083cb,"Door handle to be fixed ","Door handle has been broken has be fixed ",Others,High,approved,SEZ - A2 Block,Floor 1,1,"1st blue room ",2026-03-07,Anytime,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: New Handle Have to fix.
Findings: 

=== ESTIMATION ===
Materials:
Item | Qty | Rate | GST% | GST Amt | Total
------------------------------------------------------------
Door handle | 1 NOS | ₹2100.00 | 0% | ₹0.00 | ₹2100.00
------------------------------------------------------------

Material Cost (without GST): ₹2100.00
Total GST: ₹0.00
Material Cost (with GST): ₹2100.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹2100.00
Notes: ",2100,2026-03-04 05:39:03.487805+00,2026-03-18 08:04:25.768+00,,"
[3/18/2026, 1:34:25 PM] MANAGER APPROVED",,,,,,,,,,,,RTP-26030004,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-11,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
313b1b18-5c43-44f4-affc-f0aec8ccd2f1,8a658e42-7c75-4f63-814a-10861e47139b,All floors WUC bottom water leakage,All floors WUC bottom water leakage kindly check the same ASAP,Plumbing,Critical,assigned,A1 Extension Block,Floor 1,,,,,false,false,,,,babu (Plumber),Technicians: babu (Plumber),0,2026-04-30 09:26:18.687713+00,2026-05-06 09:24:30.867+00,,"[5/6/2026, 2:54:30 PM] ASSIGNED",,,,,,,,,,,,RTP-26040050,,false,"[{""id"": ""d94e45fb-08ba-4109-a40b-90bb6c51ee4c"", ""name"": ""babu"", ""contact"": ""9486978832"", ""specialization"": ""Plumber""}]",{},,,[],,[],,,5a6f24a7-19ac-407b-9584-ace9dddd1cd1,,,,
33fc6c9d-187f-4653-a06a-1cd836977bc6,ed50cb46-49cf-4791-bc38-714caee083cb,"health faucet gun issue ","health faucet gun Leakage ",Plumbing,Low,work_completed,SEZ - A2 Block,Floor 1,1,"Middle wash room ",2026-02-25,Anytime,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: New gun changed.
Findings: 

=== ESTIMATION ===
Materials:
Item | Qty | Rate | GST% | GST Amt | Total
------------------------------------------------------------
parryware health faucet | 1 NOS | ₹1249.99 | 0% | ₹0.00 | ₹1249.99
------------------------------------------------------------

Material Cost (without GST): ₹1249.99
Total GST: ₹0.00
Material Cost (with GST): ₹1249.99
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹1249.99
Notes: new fitting fix",1249.99,2026-02-25 05:14:22.936169+00,2026-05-04 10:12:35.831+00,,"
[3/16/2026, 10:25:25 AM] MANAGER APPROVED
[5/4/2026, 3:42:11 PM] WORK STARTED - SLA: 0.5 hours
[5/4/2026, 3:42:35 PM] WORK COMPLETED - Duration: 0.01 hours",,,0.50,2026-05-04 10:12:11.117+00,2026-05-04 10:12:35.831+00,0.01,,,,,,RTP-26020003,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-02-28,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
3496dd51-7b10-4034-87e1-fd9bb260fbe5,ed50cb46-49cf-4791-bc38-714caee083cb,"Pipe broken ","Pipe broken in gents washroom ",Plumbing,High,work_completed,SEZ - A2 Block,Floor 1,11,"Gents toilet ",2026-04-06,Morning (8AM-12PM),false,false,,,,babu (Plumber),"

=== RCA ===
Root Cause: Pipe line broken, issue rectified.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-04-06 03:36:39.727746+00,2026-04-21 04:41:35.96+00,,"
[4/7/2026, 3:05:38 PM] MANAGER APPROVED",,,1.00,2026-04-21 04:41:34.629+00,2026-04-21 04:41:35.96+00,0.00,,,,,,RTP-26040005,,true,"[{""id"": ""d94e45fb-08ba-4109-a40b-90bb6c51ee4c"", ""name"": ""babu"", ""contact"": ""9486978832"", ""specialization"": ""Plumber""}]",{},,,[],2026-04-06,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
389d873d-13ae-4f4d-9270-b497d537ab6a,75f3adcf-f53e-4ae1-b028-b51fe74001e2,Cafeteria cupboard issue,"Ground floor cafeteria cupboard issue ",Carpentry,Medium,work_completed,SEZ - A2 Block,Floor G,,,,,false,false,,,,Muni (General Maintenance),"Technicians: Muni (General Maintenance)

=== RCA ===
Root Cause: cupboard inches issue
Findings: change new inches 20 no

=== ESTIMATION ===
Materials:
Item | Qty | Rate | GST% | GST Amt | Total
------------------------------------------------------------
Hinchers(normal) | 20 NOS | ₹90.00 | 0% | ₹0.00 | ₹1800.00
------------------------------------------------------------

Material Cost (without GST): ₹1800.00
Total GST: ₹0.00
Material Cost (with GST): ₹1800.00
Labor Hours: 6
Labor Cost: ₹1200.00
Total: ₹3000.00
Notes: span control",3000,2026-03-13 08:23:01.32639+00,2026-05-04 07:42:39.845+00,,"[4/27/2026, 4:25:42 PM] APPROVED
[5/4/2026, 1:12:33 PM] WORK STARTED - SLA: 12 hours
[5/4/2026, 1:12:39 PM] WORK COMPLETED - Duration: 0.00 hours",,,12.00,2026-05-04 07:42:33.125+00,2026-05-04 07:42:39.845+00,0.00,,,,,,RTP-26030019,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],,"[""/uploads/tenant-ticketing/lti_mindtree_limited/1773390180820-723026511-1000042515.jpg""]",,,688e09cf-4555-457d-9b25-d3db1aff8392,,,,
39e9664f-e216-447c-a53b-82e9fcba40db,ed50cb46-49cf-4791-bc38-714caee083cb,"Strip light ","Strip light flickering ",Electrical,High,pending_approval,SEZ - A2 Block,Floor 1,1,"Near the path way ",2026-03-07,Anytime,false,false,"Need this to be rectified today because it causing eye trouble ",,,Muni (General Maintenance),"Technicians: Muni (General Maintenance)

=== RCA ===
Root Cause: Drive issue 
Findings: Drive change

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 0
Labor Cost: ₹0.00
Total: ₹0.00
Notes: ",0,2026-03-07 04:31:03.962378+00,2026-04-21 07:57:02.857+00,,,,,,,,,,,,,,RTP-26030007,,false,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-07,[],,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
408a90d8-451c-4cd8-aee9-e01c3c3df405,ed50cb46-49cf-4791-bc38-714caee083cb,"Chair repair ","Chair maintenance has be done for overall office ",Others,High,pending_approval,SEZ - A2 Block,Floor 1,,,2026-03-07,Anytime,false,false,,,,Muni (General Maintenance),"

=== RCA ===
Root Cause: Chair General Services.
Findings: 

=== ESTIMATION ===
Materials: None

Material Cost (without GST): ₹0.00
Total GST: ₹0.00
Material Cost (with GST): ₹0.00
Labor Hours: 18
Labor Cost: ₹3600.00
Total: ₹3600.00
Notes: Labourer cost not for tenant (span control)",3600,2026-03-04 05:35:55.940535+00,2026-04-22 13:19:39.181+00,,,,,,,,,,,,,,RTP-26030003,,true,"[{""id"": ""8adea6a8-15f4-4fdf-9f02-2787d78462ed"", ""name"": ""Muni"", ""contact"": ""7598191737"", ""specialization"": ""General Maintenance""}]",{},,,[],2026-03-14,"[""/uploads/tenant-ticketing/rently_software_development_private_limited/1772602555429-966369984-IMG_20260304_102910.jpeg""]",,,a47294f9-cdb2-4bc6-a3f8-6ddfd005dbbb,,,,
